Region,Month,Year,Tea Supply (tons),Tea Demand (tons),Comment,Sentiment,Sentiment Score,Risk Analysis
Wayanad,July,2021,458.1462766797366,427.268750466428,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,February,2021,357.86967156271817,406.01375321416816,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,October,2021,140.1929824062592,131.8213959460721,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,November,2021,153.3825378787715,165.72291785205357,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,October,2021,98.98588851094368,109.45058045219128,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,November,2021,76.66008874171155,73.01650459141152,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,July,2021,464.62673512614833,532.340391977956,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,March,2021,230.5541349089181,254.9882033592557,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,February,2021,196.0932110744048,214.70261155418328,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Dooars,January,2021,424.1102689713127,446.6483631804677,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,April,2021,55.63337408556647,53.17536488062199,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,August,2021,398.5813364174664,397.48572196191327,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,December,2021,77.29040879051571,91.3446038454443,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,June,2021,301.40893191343446,321.91754027472103,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,July,2021,133.35233032777592,143.75267364053752,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Darjeeling,June,2021,387.5837859409983,362.25566727680894,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,August,2021,298.7963866139288,276.2022589659486,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Meghalaya,September,2021,297.63785963177975,334.6062831060815,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,April,2021,159.50434994314347,179.02500057303712,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,April,2021,89.88265513486492,104.64754408430407,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Tripura,December,2021,111.66641136019018,129.6084604521034,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,August,2021,418.0744308188608,476.62068521388335,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,February,2021,322.33424567116754,295.4162106737803,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,January,2021,199.00913363300708,228.4374791427805,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,December,2021,218.2248481303502,196.4053006730282,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Wayanad,January,2021,56.74027275628515,68.04060629552241,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,January,2021,131.32900160848416,146.8625100062017,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Meghalaya,September,2021,365.31312205850566,386.3526382591855,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,September,2021,101.44167716415156,109.19846775268702,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,January,2021,351.4137706434793,346.36525601333346,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,October,2021,312.12486736499625,342.01526289919536,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,January,2021,269.6294187409191,256.99207993420646,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,May,2021,355.5943109986148,375.0976727695201,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,May,2021,230.9643195241703,248.9536771301441,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,March,2021,197.7867362304205,231.42379494831263,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Meghalaya,June,2021,88.676246546362,97.26831523511808,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,October,2021,309.94273153535136,315.67380852846367,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,December,2021,382.3580529923095,425.1197587257418,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Wayanad,February,2021,335.763365579477,370.80371019061175,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Darjeeling,September,2021,403.1852038015385,411.80942439069736,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Tripura,January,2021,251.63090015568932,229.9014777295462,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,February,2021,229.7744391156078,267.00531289779263,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,March,2021,125.68280718222871,132.31201807284003,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,October,2021,128.90072327602743,121.76578869545548,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,September,2021,137.1517811286209,127.67864439359874,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,August,2021,49.39915120439586,49.32325165774545,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,July,2021,185.31128547533345,185.5033636928362,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Dooars,October,2021,445.4752438296028,509.5726772664766,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,February,2021,370.7882110861748,428.3142102692673,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,April,2021,302.1734558203029,348.34226071373445,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Nilgiri,December,2021,326.62887261924214,343.56499390693943,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,December,2021,408.6928805174664,398.5947631779669,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,February,2021,84.72428095636278,90.06804713172056,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,August,2021,173.4770393443781,165.14387058210875,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,May,2021,334.02364978790433,385.96722650217737,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,October,2021,70.63535667938514,65.17974252040025,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,February,2021,310.6261672825238,346.06212851606523,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,March,2021,310.7041542225571,337.97376312988325,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,April,2021,254.96591306153096,290.48725146955474,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,March,2021,263.4549888325078,253.5938895115838,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,December,2021,79.25416101244737,75.63284134697265,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,May,2021,486.65800132690566,535.7864395759968,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,September,2021,207.26457683301285,243.73955945207496,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,June,2021,298.03501283957104,332.2694613699118,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,December,2021,244.86934206768169,227.6863542566375,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,December,2021,115.7584031605824,104.68271566772076,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Darjeeling,June,2021,107.2134258424494,104.53075221076108,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,December,2021,129.2580955943459,120.0848577015292,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Wayanad,July,2021,260.7870392311087,311.1862607311222,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,October,2021,211.2691394175202,251.787731488545,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,November,2021,272.375127186884,322.23203899186484,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,February,2021,189.7176031607237,217.5409919142764,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,August,2021,122.63734397325358,129.79809738839876,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,August,2021,210.258919792901,214.2401350391468,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,October,2021,364.0838944464965,385.896697733507,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,January,2021,171.50165180331476,176.14616691324866,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,July,2021,166.98937657410687,199.8599394410944,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,February,2021,310.0006718645593,329.7920411717243,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,June,2021,227.6868459806448,238.7768962971465,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,48.35429131817859,46.47829283506739,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,213.2967302057145,237.70788936995004,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,February,2021,88.5728279447113,93.9500492277645,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,January,2021,132.22354905582964,145.79657162838882,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,February,2021,93.15024365826169,91.95562001165683,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Assam,August,2021,262.6153112657859,243.34422824608868,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Munnar,July,2021,366.54935197223,373.4099437731588,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,April,2021,249.84652018898984,225.0475572255203,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,January,2021,326.9654388462146,306.1814254748607,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,May,2021,216.3131047672244,203.3209225547641,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Darjeeling,June,2021,126.97554471247332,117.68244743068132,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Wayanad,August,2021,133.87324181143157,157.84633990555304,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,December,2021,383.2034946817198,424.1702930996803,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,April,2021,355.81153744901474,324.79528736068386,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,July,2021,129.7538780424531,134.38693050393348,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Tripura,February,2021,282.74426010446984,319.0784173890496,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,June,2021,402.8272011851441,465.3933602990232,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,April,2021,54.35499609039679,55.52874492686268,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,September,2021,343.4701008909892,384.7247402519637,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,January,2021,174.7711513841601,199.27780335698165,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,January,2021,284.59449415522766,304.4178176046669,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,March,2021,430.0837547797494,432.3119063306461,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,December,2021,277.13422009749144,320.4963773599784,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,416.8731314567758,442.94908363941306,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Assam,January,2021,257.535941331273,281.0663336696639,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Tripura,April,2021,194.46790233058545,221.8996976267348,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,December,2021,83.70393272244901,85.88292884698517,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Tripura,October,2021,57.84312983245459,57.96023207318456,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,August,2021,375.834191017278,395.0908337651314,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,August,2021,282.3480432649124,306.1510526287315,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,140.4513486785602,141.4621942254879,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,November,2021,54.13744881717014,62.09946865223933,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Darjeeling,March,2021,433.9482819374945,453.3719341224005,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,October,2021,195.4103211598164,200.61635717402007,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,June,2021,379.76147797574,426.14714321604015,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,November,2021,170.30111961353862,173.96938401086473,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Arunachal Pradesh,October,2021,468.6796604823847,550.9921489557921,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Dooars,June,2021,343.08710081417814,349.9404750111436,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,August,2021,53.416466500729975,49.8054737792058,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,June,2021,453.6066233980159,434.0739012935132,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,December,2021,304.5917392584517,301.60201065248407,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Arunachal Pradesh,February,2021,51.9821299809285,52.94647189560399,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,May,2021,446.0412104963005,461.320857974319,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Nilgiri,March,2021,289.29366446898206,295.25918702500417,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,September,2021,193.44292634624787,204.36016106789347,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,March,2021,422.7331970798942,391.055667944755,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,May,2021,348.2278068872797,338.12023849356046,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Arunachal Pradesh,June,2021,386.7539898726279,351.9697298854596,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,August,2021,187.5754512446484,175.41004562772807,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,May,2021,283.24512244507326,287.15852976410537,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,April,2021,212.52052445342343,203.5450228670187,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,April,2021,322.12272564802186,384.28563749942816,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,August,2021,199.13125396672356,215.2471731947952,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,February,2021,212.3099059531966,242.6590101873808,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,April,2021,287.53824047382284,312.1400221825642,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,March,2021,334.42524447459846,306.03872902333234,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,June,2021,77.7921018789432,88.20825720201154,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,May,2021,141.56359499611904,157.3140555790762,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,October,2021,288.58011507873647,319.3840039504863,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,December,2021,191.03241385979663,175.0478006137235,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,September,2021,86.05092917467752,101.58295802774876,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,April,2021,148.9332332269107,145.80618866110655,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,January,2021,249.83999074994043,242.50824516756472,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,November,2021,313.8474658490409,346.4612274315604,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,March,2021,45.53800979601729,45.37770651421432,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,July,2021,97.3069149894608,105.8492222803605,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,November,2021,73.61104230113702,81.62910933744787,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Dooars,November,2021,381.9925085886764,408.16924495067263,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Tripura,June,2021,359.4628088349388,349.804811313412,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,November,2021,381.901259164493,369.0017191744792,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,June,2021,211.1186759002252,240.34092246733377,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,June,2021,163.86804599634198,167.93720994437442,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,October,2021,289.66285855075864,306.9144799859085,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,March,2021,265.7603758737298,274.59833435955704,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Nilgiri,September,2021,64.24951428749141,59.74607247379257,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Meghalaya,March,2021,394.6851524892524,362.9231349399468,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,April,2021,172.9364255661376,162.98135292443,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,October,2021,306.7573290522614,310.4958775763595,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,August,2021,381.95749582095954,453.2214978941665,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,August,2021,62.85919525824293,61.37589735125735,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,December,2021,251.8269789079728,251.54223355492343,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Arunachal Pradesh,August,2021,93.60113966138373,98.52198689115386,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
